respondent_id,xyz_vaccine,seasonal_vaccine
35938,0.15,0.29
35939,0.19,0.04
35940,0.11,0.3
35941,0.05,0.31
35942,0.02,0.01
35943,0,0.61
35944,0.01,0.03
35945,0.08,0.02
35946,0.16,0.67
35947,0.97,0.99
35948,0.48,0.96
35949,0.33,0.81
35950,0.76,0.71
35951,0.02,0.36
35952,0.02,0.94
35953,0.04,0.09
35954,0,0.16
35955,0.95,0.94
35956,0.55,0.77
35957,0.02,0.05
35958,0.02,0.86
35959,0.09,0.1
35960,0,0.83
35961,0.08,0.03
35962,0,0.17
35963,0,0.2
35964,0.08,0.2
35965,0.17,0.95
35966,0.13,0.97
35967,0.02,0.39
35968,0.07,0.32
35969,0.52,0.74
35970,0.22,1
35971,0.3,0.63
35972,0,0.85
35973,0.03,0.04
35974,0.12,0.42
35975,0.11,0.01
35976,0.02,0.04
35977,0.06,0.02
35978,0,0.19
35979,0.77,0.94
35980,0.12,0.82
35981,0.08,0.48
35982,0.06,0.81
35983,0.16,0.71
35984,0.02,0.09
35985,0.34,0.46
35986,0.17,0.26
35987,0.18,0.7
35988,0.18,0.1
35989,0.03,0.54
35990,0.43,0.1
35991,0.3,0.49
35992,0.29,0.26
35993,0.33,0.24
35994,0.21,0.88
35995,0.05,0.63
35996,0.67,0.97
35997,0.6,0.91
35998,0.18,0.4
35999,0,0.09
36000,0.09,0.14
36001,0.24,0.28
36002,0.43,0.18
36003,0.9,1
36004,0.34,0.09
36005,0.07,0.74
36006,0.41,0.39
36007,0.05,0.74
36008,0.1,0.66
36009,0.01,0.4
36010,0.42,0.36
36011,0.04,0.03
36012,0.22,0.8
36013,0.11,0.32
36014,0.05,0.17
36015,0.31,0.54
36016,0.06,0.86
36017,0.04,0.16
36018,0.07,0.1
36019,0.34,0.21
36020,0.17,0.59
36021,0.02,0.22
36022,0.62,0.71
36023,0.02,0.7
36024,0.63,0.94
36025,0.11,0.88
36026,0.01,0.06
36027,0.04,0.71
36028,0.15,0.22
36029,0.57,0.69
36030,0.03,0.02
36031,0.12,0.32
36032,0,0
36033,0,0.66
36034,0.04,0.01
36035,0.05,0.43
36036,0.12,0.9
36037,0.69,0.84
36038,0.02,0.64
36039,0.06,0.02
36040,0.26,0.9
36041,0.18,0.31
36042,0.18,0.74
36043,0.6,0.94
36044,0.49,0.91
36045,0.11,0.48
36046,0.03,0.83
36047,0.38,0.63
36048,0.02,0.71
36049,0.12,0.91
36050,0.71,0.98
36051,0.22,0.48
36052,0.12,0.37
36053,0.71,0.71
36054,0.07,0.27
36055,0.07,0.16
36056,0.02,0.1
36057,0.03,0.12
36058,0.1,0.15
36059,0.06,0.57
36060,0.06,0.35
36061,0.01,0.53
36062,0.03,0.87
36063,0.23,0.91
36064,0.73,0.26
36065,0.72,0.69
36066,0.14,0.81
36067,0.57,0.47
36068,0.2,0.09
36069,0.01,0.09
36070,0.08,0.41
36071,0.97,0.84
36072,0.09,0.39
36073,0,0.02
36074,0.01,0.68
36075,0.09,0.03
36076,0.27,0.68
36077,0.49,0.78
36078,0.48,0.17
36079,0.11,0.2
36080,0.84,0.91
36081,0.15,0.25
36082,0.03,0.35
36083,0.82,0.8
36084,0.28,1
36085,0.03,0.8
36086,0,0.02
36087,0.04,0.54
36088,0.4,0.53
36089,0.49,0.89
36090,0.14,0.29
36091,0.01,0.76
36092,0.11,0.86
36093,0.54,0.4
36094,0.05,0.18
36095,0.62,0.43
36096,0.25,0.99
36097,0.25,0.23
36098,0.19,0.85
36099,0.15,0.92
36100,0.1,0.51
36101,0.94,0.9
36102,0,0.01
36103,0.27,0.8
36104,0.66,0.41
36105,0.11,0.18
36106,0,0.58
36107,0.27,0.61
36108,0.33,0.19
36109,0.34,0.74
36110,0.06,0.17
36111,0.61,0.66
36112,0.45,0.95
36113,0.04,0.26
36114,0.4,0.53
36115,0.56,0.56
36116,0.27,0.18
36117,0.82,0.72
36118,0.02,0.6
36119,0.06,0.91
36120,0.11,0.12
36121,0.07,0.2
36122,0.52,0.85
36123,0.62,0.38
36124,0.01,0.08
36125,0,0.93
36126,0.02,0.26
36127,0.33,0.06
36128,0.02,0.51
36129,0.18,0.91
36130,0.42,0.51
36131,0.18,0.24
36132,0.04,0.33
36133,0.13,0.3
36134,0.05,0.59
36135,0.06,0.89
36136,0.04,0.25
36137,0.06,0.21
36138,0.1,0.93
36139,0.88,0.99
36140,0.11,0.93
36141,0.07,1
36142,0.17,0.1
36143,0.03,0.52
36144,0.07,0.88
36145,0.02,0.01
36146,0.97,0.99
36147,0.06,0.59
36148,0.1,0.12
36149,0.26,0.26
36150,0.01,0.84
36151,0.04,0.11
36152,0.53,0.96
36153,0.33,0.99
36154,0.08,0.61
36155,0.01,0.03
36156,0.01,0.19
36157,0.28,0.24
36158,0.26,0.86
36159,0.01,0.12
36160,0.02,0.08
36161,0.46,0.67
36162,0.57,0.77
36163,0.05,0.8
36164,0.04,0.46
36165,0,0.31
36166,0.07,0.29
36167,0.02,0.49
36168,0.05,0.19
36169,0,0.33
36170,0.2,0.09
36171,0.01,0.05
36172,0.65,0.39
36173,0.35,0.07
36174,0.01,0.06
36175,0.41,0.7
36176,0.14,0.14
36177,0.63,0.07
36178,0.59,0.85
36179,0.07,0.3
36180,0.73,0.53
36181,0.08,0.17
36182,0.08,0.26
36183,0.36,0.73
36184,0.93,0.9
36185,0.34,0.8
36186,0.01,0.06
36187,0.47,0.99
36188,0.02,0.8
36189,0,0.9
36190,0.37,0.75
36191,0.04,0.69
36192,0.01,0.48
36193,0.32,0.43
36194,0.52,0.31
36195,0.26,0.59
36196,0.14,0.22
36197,0.07,0.26
36198,0.97,0.85
36199,0,0.66
36200,0.06,0.02
36201,0.96,0.94
36202,0.36,0.57
36203,0.05,0.52
36204,0,0.15
36205,0.01,0.95
36206,0.06,0.8
36207,0.27,0.32
36208,0.09,0.97
36209,0.01,0.72
36210,0.01,0.15
36211,0.02,0
36212,0,0.36
36213,0.07,0.45
36214,0.77,0.98
36215,0.71,0.8
36216,0.43,0.94
36217,0,0
36218,0.28,0.81
36219,0.11,0.11
36220,0.72,0.39
36221,0.13,0.05
36222,0,0.16
36223,0.14,0.8
36224,0.01,0.01
36225,0.22,0.47
36226,0.02,0.78
36227,0.3,0.37
36228,0.13,0.1
36229,0.02,0.01
36230,0.13,0.17
36231,0.08,0.28
36232,0.02,0.07
36233,0.01,0.15
36234,0.01,0.27
36235,0.41,0.35
36236,0.22,0.32
36237,0.72,0.2
36238,0,0.13
36239,0.32,0.64
36240,0.04,0.69
36241,0.18,0.59
36242,0.01,0.03
36243,0.07,0.93
36244,0.07,0.09
36245,0.42,0.03
36246,0.96,1
36247,0.27,0.59
36248,0.03,0.73
36249,0,0.13
36250,0.42,0.24
36251,0.04,0.44
36252,0.7,0.31
36253,0.01,0.07
36254,0.83,0.99
36255,0.19,0.21
36256,0.07,0.02
36257,0.07,0.24
36258,0.14,0.14
36259,0,0.03
36260,0.22,0.66
36261,0.45,0.54
36262,0.53,0.94
36263,0.04,0.42
36264,0.54,0.31
36265,0.04,0.91
36266,0.06,0.78
36267,0.55,0.68
36268,0,0.06
36269,0.02,0.77
36270,0.58,0.81
36271,0.09,0.56
36272,0.56,0.71
36273,0.03,0.11
36274,0.08,0.62
36275,0,0.19
36276,0.77,0.82
36277,0.16,0.19
36278,0.01,0.15
36279,0.22,0.39
36280,0.16,0.38
36281,0.04,0.92
36282,0.92,0.74
36283,0.01,0.46
36284,0.04,0.96
36285,0.19,0.91
36286,0.75,0.43
36287,0,0.45
36288,0.05,0.18
36289,0.77,0.76
36290,0.16,0.23
36291,0.25,0.45
36292,0.1,0.51
36293,0.08,0.19
36294,0.03,0.64
36295,0.02,0.81
36296,0.45,0.13
36297,0.31,0.25
36298,0.31,0.49
36299,0.06,0.07
36300,0.02,0.53
36301,0.04,0.19
36302,0.04,0.03
36303,0.35,0.16
36304,0.2,0.16
36305,0.13,0.21
36306,0.41,0.62
36307,0.59,0.28
36308,0.02,0.16
36309,0,0.52
36310,0,0.07
36311,0.22,0.31
36312,0.25,0.59
36313,0.24,0.94
36314,0.4,0.29
36315,0,0.03
36316,0.19,0.41
36317,0.14,0.28
36318,0.13,0.1
36319,0.06,0.05
36320,0.91,0.82
36321,0,0.04
36322,0.75,0.76
36323,0.01,0.09
36324,0.12,0.33
36325,0.08,0.27
36326,0,0.96
36327,0.03,0.28
36328,0.01,0.99
36329,0.38,0.69
36330,0.1,0.56
36331,0.06,0.06
36332,0.05,0.15
36333,0.29,0.92
36334,0.23,0.54
36335,0.37,0.29
36336,0.08,0.36
36337,0.13,0.74
36338,0.02,0.66
36339,0.33,0.58
36340,0.16,0.82
36341,0.05,0.29
36342,0.24,0.36
36343,0,0.09
36344,0.17,0.28
36345,0.06,0.6
36346,0,0.4
36347,0.09,0.57
36348,0.11,0.61
36349,0.36,0.39
36350,0.05,0.33
36351,0.51,0.54
36352,0.06,0.88
36353,0.82,0.97
36354,0.05,0.75
36355,0.43,0.42
36356,0,0.94
36357,0.1,0.37
36358,0.03,0.85
36359,0.04,0.74
36360,0.21,0.5
36361,0.28,0.21
36362,0.23,0.44
36363,0.25,0.66
36364,0.39,0.41
36365,0.78,0.72
36366,0.26,0.18
36367,0.15,0.35
36368,1,0.93
36369,0.22,0.93
36370,0,0.47
36371,0.18,0.01
36372,0,0.03
36373,0.28,0.31
36374,0.03,0.04
36375,0.03,0.31
36376,0.12,0.03
36377,0.07,0.24
36378,0.05,0.18
36379,0.03,0.15
36380,0.88,0.91
36381,0.08,0.97
36382,0.02,0.21
36383,0.06,0.35
36384,0.31,0.6
36385,0.39,0.48
36386,0.42,0.46
36387,0.04,0.54
36388,0.09,0.08
36389,0.02,0
36390,0.54,0.87
36391,0.44,0.58
36392,0.36,0.67
36393,0.03,1
36394,0.51,0.79
36395,0.23,0.56
36396,0.41,0.44
36397,0.18,0.37
36398,0.09,0.33
36399,0.05,0.07
36400,0.11,0.02
36401,0,0.02
36402,0.04,0.34
36403,0,0
36404,0.67,0.41
36405,0,0.43
36406,0.59,0.96
36407,0.91,0.97
36408,0.36,0.6
36409,0.01,0.05
36410,0.37,0.93
36411,0.11,0.61
36412,0.18,0.17
36413,0.73,0.9
36414,0.15,0.27
36415,0.48,0.69
36416,0.15,0.14
36417,0.11,0.49
36418,0,0.02
36419,0,0.9
36420,0.74,0.87
36421,0.77,0.27
36422,0.3,0.15
36423,0.99,0.87
36424,0.81,0.72
36425,0.13,0.41
36426,0.66,0.68
36427,0.03,0.5
36428,0.83,0.91
36429,0.34,0.83
36430,0.24,0.26
36431,0.32,0.61
36432,0.08,0.05
36433,0.15,0.54
36434,0.19,0.14
36435,0.05,0.23
36436,0,0.9
36437,0.21,0.29
36438,0.48,0.01
36439,0.11,0.62
36440,0,0.49
36441,0.02,0.44
36442,0.05,0.22
36443,0.1,0.94
36444,0.13,0.57
36445,0.32,0.6
36446,0,0.19
36447,0.01,0.02
36448,0.28,0.36
36449,0.58,0.87
36450,0.68,0.56
36451,0.02,0.04
36452,0.16,0.54
36453,0.35,0.41
36454,0.01,0.03
36455,0.18,0.34
36456,0.03,0.15
36457,0.11,0.19
36458,0.2,0.48
36459,0.01,0.16
36460,0.75,0.73
36461,0.25,0.5
36462,0.3,0.5
36463,0.07,0.38
36464,0.04,0.03
36465,0.01,0.04
36466,0.16,0.44
36467,0.15,0.09
36468,0.05,0.06
36469,0.07,0.96
36470,0.17,0.95
36471,0.19,0.76
36472,0,0.03
36473,0.34,0.6
36474,0.96,0.91
36475,0.48,0.8
36476,0.55,0.75
36477,0.06,0.7
36478,0.2,0.52
36479,0.03,0.08
36480,0.14,0.71
36481,0.14,0.12
36482,0.1,0.86
36483,0.06,0.22
36484,0,0.1
36485,0.27,0.66
36486,0.02,0
36487,0.04,0.22
36488,0.02,0.92
36489,0.43,0.49
36490,0.75,0.81
36491,0.1,0.59
36492,0.02,0.21
36493,0.41,0.64
36494,0,0.18
36495,0.8,0.97
36496,0,0.02
36497,0,0.05
36498,0.22,0.39
36499,0.06,0.99
36500,0.47,0.55
36501,0.01,0.07
36502,0.33,0.14
36503,0.39,0.38
36504,0.51,0.81
36505,0.19,0.46
36506,0.21,0.2
36507,0.36,0.21
36508,0.06,0.18
36509,0.91,0.92
36510,0.19,0.2
36511,0.3,0.65
36512,0.06,0.53
36513,0.05,0.23
36514,0.14,0.25
36515,0.07,0.01
36516,0.06,0.18
36517,0.02,0.39
36518,0.62,0.64
36519,0.69,1
36520,0.34,0.24
36521,0.28,0.51
36522,0.23,0.51
36523,0,0.08
36524,0.05,0.62
36525,0.41,0.79
36526,0.13,0.96
36527,0.09,0.13
36528,0.29,0.6
36529,0.58,0.93
36530,0.41,0.35
36531,0.54,0.62
36532,0.39,0.77
36533,0.21,0.88
36534,0.19,0.06
36535,0.84,0.98
36536,0.05,0.18
36537,0.18,0.61
36538,0.11,0.8
36539,0.53,0.88
36540,0.03,0.38
36541,0.18,0.13
36542,0.37,0.67
36543,0.02,0.13
36544,0.89,0.91
36545,0.6,0.55
36546,0.04,0.72
36547,0.91,0.84
36548,0.41,0.91
36549,0.03,0.2
36550,0,0.18
36551,0,0.06
36552,0.36,0.69
36553,0.06,0.51
36554,0.18,0.18
36555,0.24,0.46
36556,0.17,0.21
36557,0.06,0.11
36558,0.51,0.95
36559,0.1,0.86
36560,0.12,0.19
36561,0.21,0.39
36562,0.02,0.14
36563,0,0
36564,0.12,0.28
36565,0.05,0.14
36566,0.07,0.2
36567,0.14,0.14
36568,0.16,0.18
36569,0.3,0.46
36570,0.02,0.57
36571,0.02,0.18
36572,0,0.48
36573,0.46,0.47
36574,0.02,0.55
36575,0.12,0.73
36576,0.07,0.18
36577,0.03,0.04
36578,0.01,0.58
36579,0.03,0.97
36580,0.16,0.27
36581,0.1,0.43
36582,0.23,0.86
36583,0.28,0.13
36584,0.99,0.95
36585,0.54,0.5
36586,0.15,0.44
36587,0.02,0.07
36588,0.01,0.29
36589,0.25,0.33
36590,0.12,0.11
36591,0.1,1
36592,0.04,0.98
36593,0.46,0.78
36594,0.18,0.63
36595,0.27,0.25
36596,0.03,0.17
36597,0.78,0.51
36598,0.19,0.34
36599,0.01,0.13
36600,0,0.02
36601,0.52,0.62
36602,0.01,0.13
36603,0.02,0.22
36604,0.28,0.25
36605,0.09,0.06
36606,0.06,0.47
36607,0.14,0.9
36608,0.33,0.6
36609,0.13,0.83
36610,0.31,0.36
36611,0.04,0.63
36612,0.87,0.86
36613,0.1,0.35
36614,0.07,0.24
36615,0.09,0.98
36616,0.03,0.1
36617,0.43,0.57
36618,0.28,0.55
36619,0,0.03
36620,0.13,0.39
36621,0.32,0.14
36622,0.09,0.07
36623,0.23,0.64
36624,0.41,0.7
36625,0.01,0.01
36626,0.5,0.39
36627,0,0.12
36628,0.46,0.91
36629,0,0.42
36630,0.06,0.37
36631,0.27,0.3
36632,0.33,0.96
36633,0.2,0.58
36634,0.21,0.41
36635,0.32,0.15
36636,0.51,0.67
36637,0.25,0.38
36638,0.1,0.13
36639,0.01,0.66
36640,0.06,0.48
36641,0.26,0.84
36642,0.3,0.59
36643,0.9,0.98
36644,0.6,0.93
36645,0.3,0.95
36646,0.04,0.74
36647,0.12,0.39
36648,0.06,0.99
36649,0.62,0.96
36650,0,0.54
36651,0.19,0.28
36652,0.09,0.6
36653,0.11,0.83
36654,0.04,0.27
36655,0,0.05
36656,0.02,0.45
36657,0.05,0.27
36658,0.18,0.47
36659,0.3,0.47
36660,0.49,0.91
36661,0.2,0.21
36662,0.09,0.97
36663,0.24,0.27
36664,0,0.33
36665,0.12,0.78
36666,0.29,0.35
36667,0.43,0.83
36668,0.05,0.54
36669,0.07,0.98
36670,0,0.05
36671,0.72,0.78
36672,0.03,0.72
36673,0.98,0.94
36674,0.82,0.75
36675,0.05,0.2
36676,0.05,0.25
36677,0.26,0.34
36678,0.45,0.58
36679,0.11,0.03
36680,0.07,0.6
36681,0.42,0.29
36682,0.02,0.03
36683,0.19,0.97
36684,0,0.11
36685,0.4,0.76
36686,0.11,0.22
36687,0.08,0.74
36688,0.12,0.65
36689,0.05,0.28
36690,0.59,0.77
36691,0.25,0.28
36692,0.33,0.27
36693,0.2,0.77
36694,0,0.26
36695,0.03,0.29
36696,0,0.08
36697,0.01,0
36698,0.06,0.36
36699,0.17,0.18
36700,0.56,0.53
36701,0.21,0.3
36702,0.22,0.12
36703,0.02,0.33
36704,0.01,0.17
36705,0,0.22
36706,0.1,0.95
36707,0.66,0.55
36708,0.14,0.44
36709,0.07,0.48
36710,0.28,0.97
36711,0.07,0.12
36712,0.14,0.14
36713,0.09,0.17
36714,0.25,0.23
36715,0.08,0.02
36716,0.31,0.33
36717,0.65,0.61
36718,0.01,0.48
36719,0,0.1
36720,0.07,0.36
36721,0.08,0.21
36722,0.27,0.88
36723,0.02,0.07
36724,0.91,0.79
36725,0,0
36726,0.04,0.99
36727,0.03,0.02
36728,0.02,0.4
36729,0.1,0.14
36730,0.78,0.91
36731,0.52,0.48
36732,0.38,0.32
36733,0.1,0.04
36734,0.27,0.31
36735,0.06,0.31
36736,0.01,0.12
36737,0.21,0.23
36738,0.41,0.92
36739,0.06,0.05
36740,0.4,0.25
36741,0,0.82
36742,0.11,0.62
36743,0.24,0.51
36744,0.01,0.19
36745,0.09,0.65
36746,0.56,0.75
36747,0,0.94
36748,0.84,0.96
36749,0.47,0.98
36750,0.38,0.63
36751,0.29,0.32
36752,0.02,0.51
36753,0.03,0.68
36754,0.08,0.01
36755,0.48,0.36
36756,0.1,0.44
36757,0,0.62
36758,0.13,0.02
36759,0.03,0.4
36760,0.07,0.13
36761,0,0.04
36762,0.25,0.83
36763,0.66,0.59
36764,0.05,0.1
36765,0.33,0.76
36766,0.07,0.96
36767,0,0.75
36768,0.58,0.64
36769,0.94,0.72
36770,0.05,0.04
36771,0.21,0.21
36772,0.23,0.23
36773,0.14,0.14
36774,0.01,0.42
36775,0.08,0.26
36776,0.48,0.45
36777,0.05,0.38
36778,0.04,0.06
36779,0,0.13
36780,0.04,0.11
36781,0.33,0.65
36782,0.36,0.88
36783,0.35,0.6
36784,0.07,0.37
36785,0,0.53
36786,0.06,1
36787,0.06,0.61
36788,0.16,0.32
36789,0.83,0.9
36790,0.01,0.05
36791,0.4,0.26
36792,0,0.07
36793,0.23,0.3
36794,0.18,0.27
36795,0.19,0.41
36796,0.05,0.28
36797,0.04,0.05
36798,0.02,0.84
36799,0.01,0.15
36800,0.04,0.38
36801,0.03,0.77
36802,0.45,0.25
36803,0.05,0.77
36804,0.05,0.36
36805,0,0
36806,0.01,0.4
36807,0.1,0.06
36808,0.72,0.85
36809,0,0.42
36810,0.01,0.07
36811,0.26,0.73
36812,0.48,0.82
36813,0.15,0.58
36814,0.3,0.99
36815,0.56,0.55
36816,0.18,0.69
36817,0.28,0.74
36818,0.02,0.81
36819,0.38,0.53
36820,0.36,0.17
36821,0.01,0.08
36822,0.53,0.38
36823,0.18,0.19
36824,0.54,0.86
36825,0.48,0.4
36826,0,0.38
36827,0.38,0.72
36828,0.34,0.46
36829,0.5,0.53
36830,0.96,0.94
36831,0.17,0.42
36832,0.33,0.75
36833,0.15,0.68
36834,0.34,0.1
36835,0.04,0.17
36836,0.05,0.02
36837,0.01,0.16
36838,0.54,0.73
36839,0.29,0.21
36840,0.34,0.7
36841,0.16,0.09
36842,0.01,0.16
36843,0.01,0.05
36844,0.01,0
36845,0.08,0.15
36846,0.02,0.9
36847,0.61,0.52
36848,0.09,0.8
36849,0.12,0.29
36850,0.13,0.09
36851,0.03,0.05
36852,0,0.07
36853,0.28,0.89
36854,0.94,0.99
36855,0.02,0.25
36856,0.07,0.2
36857,0.04,0.33
36858,0.05,0.13
36859,0.48,0.49
36860,0.01,0.57
36861,0.03,0.08
36862,0.04,0.88
36863,0.11,0.2
36864,0.03,0.98
36865,0.04,0.05
36866,0.02,0.05
36867,0.2,0.42
36868,0.62,0.96
36869,0.27,0.45
36870,0.04,0.02
36871,0.75,0.98
36872,0.17,0.39
36873,0.01,0.24
36874,0.52,0.22
36875,0,0.14
36876,0.29,0.13
36877,0.12,0.3
36878,0.46,0.4
36879,0.5,0.24
36880,0.02,1
36881,0.1,0.3
36882,0.14,0.16
36883,0.85,0.72
36884,0.04,0.15
36885,0.12,0.16
36886,0.13,0.72
36887,0.12,0.43
36888,0.82,0.85
36889,0.2,0.81
36890,0.01,0.83
36891,0.16,0.87
36892,0.07,0.53
36893,0.14,0.89
36894,0.26,0.37
36895,0.99,0.87
36896,0.57,0.91
36897,0,0.28
36898,0.06,0.23
36899,0.38,0.66
36900,0,0.18
36901,0.37,0.28
36902,0.52,0.72
36903,0.1,0.64
36904,0.08,0.38
36905,0,0.03
36906,0.04,0.01
36907,0.74,0.71
36908,0.09,0.26
36909,0.18,0.39
36910,0.1,0.11
36911,0.05,0.97
36912,0,0.31
36913,0.33,0.45
36914,0,0.25
36915,0.49,0.55
36916,0.14,0.2
36917,0.03,0.59
36918,0.27,0.43
36919,0,0.16
36920,0.21,0.48
36921,0.04,0.31
36922,0.12,0.77
36923,0.4,0.57
36924,0.67,0.95
36925,0.07,0.46
36926,0,0.52
36927,0.52,0.3
36928,0.14,0.24
36929,0,0.09
36930,0.51,0.54
36931,0.42,0.35
36932,0.09,0.19
36933,0.02,0.96
36934,0.04,0.03
36935,0.14,0.48
36936,0,0.12
36937,0.3,0.13
36938,0.07,0.67
36939,0.17,0.68
36940,0.45,0.77
36941,0,0.1
36942,0.02,0.18
36943,0.02,0.28
36944,0.44,0.47
36945,0,0.07
36946,0.09,0.26
36947,0.04,0.01
36948,0,0.7
36949,0.03,0.15
36950,0.36,0.07
36951,0.08,0.41
36952,0.24,0.07
36953,0.46,0.57
36954,0.08,0.85
36955,0.21,0.23
36956,0.22,0.61
36957,0.03,0.19
36958,0.28,0.16
36959,0.74,0.93
36960,0.05,0.59
36961,0.03,0.45
36962,0.05,0.51
36963,0.25,0.28
36964,0.71,0.74
36965,0.04,0.02
36966,0,0.33
36967,0.01,0.17
36968,0.48,0.86
36969,0.2,0.47
36970,0.05,0.05
36971,0.72,0.84
36972,0.68,0.75
36973,0.24,0.61
36974,1,1
36975,0.01,0.37
36976,0.07,0.23
36977,0.06,0.92
36978,0.07,0.7
36979,0.15,0.2
36980,0,0.14
36981,0.39,0.41
36982,0.03,0.09
36983,0.22,0.66
36984,0.02,0.82
36985,0.9,0.94
36986,0.12,0.37
36987,0.33,0.18
36988,0.8,0.73
36989,0.36,0.63
36990,0.49,0.55
36991,0.01,0.65
36992,0.13,0.23
36993,0.56,0.84
36994,0.04,0.49
36995,0.16,0.42
36996,0.24,0.03
36997,0.26,0.85
36998,0.08,0.07
36999,0.07,0.48
37000,0.76,0.75
37001,0.02,0.84
37002,0.41,0.13
37003,0.19,0.26
37004,0.68,0.11
37005,0.13,0.36
37006,0.83,0.94
37007,0.02,0.07
37008,0.18,0.25
37009,0.31,0.8
37010,0.4,0.7
37011,0,0.55
37012,0.88,0.86
37013,0,0.14
37014,0.06,0.08
37015,0.03,0.06
37016,0.01,0.14
37017,0.46,0.82
37018,0,0.89
37019,0.07,0.59
37020,0.17,0.16
37021,0.13,0.56
37022,0.15,0.15
37023,0.62,0.71
37024,0.5,0.67
37025,0.02,0.06
37026,0.01,0.16
37027,0.02,0.11
37028,0.34,0.82
37029,0.03,0.33
37030,0.02,0.08
37031,0.14,0.06
37032,0.86,0.84
37033,0.7,0.63
37034,0,0.01
37035,0.04,0.04
37036,0.29,0.3
37037,0.35,0.45
37038,0.21,0.26
37039,0.13,0.87
37040,0.1,0.26
37041,0.02,0.21
37042,0.03,0.16
37043,0.07,0.19
37044,0.08,0.79
37045,0.06,0
37046,0.76,1
37047,0,0.04
37048,0.93,0.74
37049,0.3,0.94
37050,0.17,0.92
37051,0.17,0.22
37052,0.06,0.19
37053,0.02,0.43
37054,0.02,0.5
37055,0.28,0.58
37056,0.13,0.38
37057,0.02,0.16
37058,0,0.04
37059,0.12,0.17
37060,0.06,0.14
37061,0.28,0.63
37062,0.21,0.6
37063,0.29,0.06
37064,0.06,0.58
37065,0.09,0.61
37066,0.03,0.61
37067,0.37,0.58
37068,0.27,0.2
37069,0.02,0.13
37070,0.15,0.89
37071,0.81,0.91
37072,0.13,0.1
37073,0.03,0.4
37074,0.02,0.68
37075,0,0.03
37076,0.24,0.63
37077,0.22,0.41
37078,0.1,0.8
37079,0.05,0.06
37080,0.17,0.74
37081,0,0.19
37082,0.49,0.85
37083,0.51,0.83
37084,0.43,0.19
37085,0.18,0.42
37086,0,0.54
37087,0.45,0.21
37088,0,0.01
37089,0.12,0.28
37090,0.35,0.42
37091,0.74,0.98
37092,0.21,0.32
37093,0.06,0.12
37094,0.02,0.1
37095,0.03,0.11
37096,0.45,0.96
37097,0.01,0.41
37098,0.77,0.74
37099,0.08,0.5
37100,0.02,0.39
37101,0.04,0.7
37102,0.07,0.14
37103,0.02,0.66
37104,0.01,0.88
37105,0.57,0.54
37106,0.06,0.42
37107,0.17,0.63
37108,0.06,0.04
37109,0.2,0.49
37110,0.01,0.1
37111,0.63,0.48
37112,0.1,0.53
37113,0.5,0.54
37114,0.84,0.99
37115,0.15,0.56
37116,0.63,0.54
37117,0,0.01
37118,0.05,0.28
37119,0.03,0.31
37120,0.08,0.01
37121,0.1,0.05
37122,0.01,0.01
37123,0.01,0.17
37124,0.02,0.12
37125,0.13,0.42
37126,0.02,0.03
37127,0.07,0.09
37128,0,0.65
37129,0.45,0.42
37130,0.77,0.97
37131,0.1,0.19
37132,0.51,0.91
37133,0.2,0.73
37134,0.11,0.98
37135,0.98,0.95
37136,0.13,0.26
37137,0.23,0.86
37138,0.73,0.96
37139,0.09,0.53
37140,0.28,0.6
37141,0.1,0.3
37142,0.26,0.15
37143,0.03,0
37144,0.63,0.77
37145,0.39,0.81
37146,0,0.76
37147,0.32,0.72
37148,0.1,0.3
37149,0.08,0.69
37150,0.07,0.45
37151,0.03,0.87
37152,0.44,0.58
37153,0.2,0.31
37154,0.08,0.39
37155,0.9,0.99
37156,0.15,0.94
37157,0,0.1
37158,0.12,0.46
37159,0.64,0.75
37160,0.02,0.06
37161,0.06,0.88
37162,0.09,0.67
37163,0.14,0.12
37164,0.2,0.51
37165,0.03,0.96
37166,0.07,0.21
37167,0.08,0.46
37168,0.01,0.67
37169,0.14,0.63
37170,0.37,0.09
37171,0,0.76
37172,0.82,0.89
37173,0.13,0.49
37174,0,0.48
37175,0.5,0.11
37176,0.77,0.73
37177,0.19,0.99
37178,0.28,0.36
37179,0.38,0.85
37180,0.05,0.98
37181,0.49,0.51
37182,0.3,0.13
37183,0.02,0.99
37184,0.47,0.55
37185,0.45,0.86
37186,0.12,0.33
37187,0.05,0.16
37188,0.01,0.44
37189,0,0.99
37190,0.02,0.23
37191,0.37,0.22
37192,0.28,0.34
37193,0,0.04
37194,0.33,0.55
37195,0.17,0.26
37196,0.01,0.04
37197,0.86,0.84
37198,0.07,0.16
37199,0.17,0.71
37200,0.13,0.07
37201,0.01,0.79
37202,0.1,0.97
37203,0,0.62
37204,0.1,0.1
37205,0.1,0.26
37206,0.03,0.02
37207,0.01,0.03
37208,0.15,0.37
37209,0.16,0.54
37210,0.4,0.58
37211,0.18,0.47
37212,0.03,0.35
37213,0.61,0.93
37214,0,0.13
37215,0.35,0.6
37216,0.9,0.83
37217,0.25,0.51
37218,0.04,0.73
37219,0.01,0.21
37220,0.04,0.29
37221,0.09,0.6
37222,0.14,0.66
37223,0.64,0.81
37224,0.22,0.67
37225,0.15,0.09
37226,0.31,0.62
37227,0,0.91
37228,0.06,0.19
37229,0.32,0.7
37230,0.28,0.89
37231,0.54,0.85
37232,0.06,0.01
37233,0,0.12
37234,0.59,0.43
